,Family and Type,File,Quantity,Category
185,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,0.336,3
186,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,0.848,3
187,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,0.948,3
188,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.59,3
189,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,2.168,3
190,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,2.45,3
191,M-H Flange Rectangular Takeoff: Standard,Duct Fitting Schedule Low Pressure Insulated Rect.csv,0.74,3
192,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,0.679,1
193,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.008,3
194,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,4.856,3
195,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.099,1
196,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.367,1
197,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.865,3
198,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.131,1
199,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,2.359,1
200,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.262,1
201,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.106,1
202,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.197,1
203,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,2.479,1
204,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,3.894,1
205,Plenum_Box_Supply Unit_Rect Ducts: Plenum_Box_Supply Unit_Rect Ducts,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.948,1
206,Plenum_Box_Supply Unit_Rect Ducts: Plenum_Box_Supply Unit_Rect Ducts,Duct Fitting Schedule Low Pressure Insulated Rect.csv,1.921,1
208,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Low Pressure Insulated Rect.csv,7.917,4
209,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Low Pressure Insulated Rect.csv,4.879,4
2,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,0.259,1
3,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,0.454,1
4,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,0.477,1
5,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,0.481,1
6,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,0.554,1
8,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,23.091,2
9,M_Rectangular Flanged Transition - Length: 300 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,5.243,2
10,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,6.119,2
11,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,13.014,2
13,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,1.708,3
14,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,3.77,3
15,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,16.228,3
16,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,14.137,3
17,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,5.655,3
18,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,2.603,2
19,M_Rectangular Flanged Transition - Length: 900 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,4.141,3
20,M_Rectangular Flanged Transition - Length: 900 mm,Duct Fitting Schedule Medium Pressure Insulated Cladded Rect.csv,9.732,3
2,M-H Flanged Rectangular Union: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.238,1
3,M-H Flanged Rectangular Union: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.329,3
4,M_Rectangular Wye - Curved - Transition: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.0,1
6,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.518,1
7,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.907,1
8,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,4.241,1
9,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,14.137,1
10,M_Rectangular Endcap: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.0,1
11,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,15.122,1
13,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,1.708,3
14,M-H Flange Rectangular Bend Scale Radius: Scale Radius,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,11.215,3
15,M-H Flange Rectangular Rectangular Shoe Branch: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.0,3
16,M-H Flange Rectangular Rectangular Shoe Branch: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.0,3
17,M-H Flange Rectangular Rectangular Shoe Branch: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,0.0,3
18,M-H Flange Rectangular Takeoff: Standard,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,2.367,3
19,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,6.578,1
20,M_Rectangular Flanged Transition - Length: 600 mm,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,1.68,1
22,M_Rectangular Flanged Transition - Length: 900 mm,Duct Fitting Schedule Medium Pressure Insulated Rect.csv,13.736,3
1,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,36.772,1
2,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,42.446,1
3,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,13.509,1
4,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,40.834,1
5,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,6.621,1
6,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,7.709,1
7,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,4.206,1
8,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,4.541,1
9,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,5.109,1
10,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,20.178,1
11,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,75.534,1
13,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,1.756,3
14,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,1.6,3
15,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,16.782,3
16,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,2.727,3
17,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,15.04,3
18,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,0.545,3
20,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Cladded Rect.csv,3.946,4
2,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,4.734,1
3,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,2.762,1
4,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,10.052,1
5,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,7.401,1
6,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,8.647,1
7,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,2.233,1
8,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,1.347,1
9,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,45.549,1
10,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,100.18,1
11,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,23.667,1
12,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,1.184,1
13,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,5.159,1
14,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,33.013,1
15,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,69.524,1
16,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,42.381,1
17,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,27.434,1
18,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,4.158,1
19,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,35.334,1
20,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,9.114,1
21,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,1.566,1
22,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,25.765,1
23,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,10.279,1
24,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,6.706,1
25,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,93.853,1
26,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,54.775,1
27,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,74.824,1
28,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,19.428,1
29,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,8.216,1
30,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,0.536,1
31,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,1.044,1
32,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,59.042,1
33,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,56.831,1
34,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,3.16,1
35,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,21.17,1
36,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,40.968,1
37,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,19.391,1
38,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,31.532,1
39,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,57.565,1
40,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,20.379,1
41,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,11.926,1
42,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,70.983,1
43,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,3.8,1
44,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,8.28,1
45,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,16.394,1
46,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,57.409,1
47,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,33.157,1
48,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,33.414,1
49,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,8.287,1
50,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,0.235,3
52,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,7.758,3
54,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,11.957,3
55,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,30.005,3
56,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,78.432,3
57,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,15.554,3
58,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,23.644,3
59,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,5.645,3
60,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,37.583,3
61,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,9.613,3
63,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Low Pressure Insulated Rect.csv,119.987,4
2,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,1.318,1
3,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,1.589,1
4,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,0.161,1
6,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,40.884,2
8,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,0.681,3
9,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,8.573,3
10,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Cladded Rect.csv,9.154,3
2,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,16.665,1
3,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,16.424,1
4,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,59.685,1
6,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,1.455,3
7,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,32.801,3
8,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,28.7,3
9,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,1.21,3
10,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,1.81,3
12,Rectangular Duct: DW144 - Taps - Mitered Elbows - Flanged,Duct Schedule Medium Pressure Insulated Rect.csv,19.332,4
